Packed Pixel Data (Hex) - Intel Style - 4:2:0, 16-bit
Block (180,2): Cb=6 Cr=8 Y0=ba Y1=c0 Y2=bb Y3=c1
Block (182,2): Cb=7 Cr=7 Y0=c6 Y1=ca Y2=c6 Y3=ca
Block (184,2): Cb=7 Cr=7 Y0=cb Y1=cf Y2=cd Y3=d0
Block (186,2): Cb=7 Cr=7 Y0=d3 Y1=d7 Y2=d4 Y3=d7
Block (188,2): Cb=7 Cr=7 Y0=da Y1=dd Y2=da Y3=dd
Block (190,2): Cb=7 Cr=7 Y0=df Y1=df Y2=df Y3=e0
Block (192,2): Cb=7 Cr=7 Y0=e0 Y1=e2 Y2=e1 Y3=e3
Block (194,2): Cb=7 Cr=7 Y0=e2 Y1=e3 Y2=e3 Y3=e4
Block (196,2): Cb=7 Cr=7 Y0=e4 Y1=e5 Y2=e5 Y3=e5
Block (198,2): Cb=7 Cr=7 Y0=e6 Y1=e7 Y2=e7 Y3=e7
Block (200,2): Cb=7 Cr=7 Y0=e8 Y1=e9 Y2=e9 Y3=e9
Block (202,2): Cb=7 Cr=7 Y0=e9 Y1=ea Y2=e9 Y3=ea
Block (204,2): Cb=7 Cr=7 Y0=ea Y1=eb Y2=ea Y3=eb
Block (206,2): Cb=7 Cr=7 Y0=eb Y1=ec Y2=eb Y3=ec
Block (208,2): Cb=7 Cr=7 Y0=ed Y1=ed Y2=ed Y3=ed
Block (210,2): Cb=7 Cr=7 Y0=f0 Y1=f3 Y2=f0 Y3=f3
Block (212,2): Cb=8 Cr=7 Y0=f6 Y1=f7 Y2=f6 Y3=f7
Block (214,2): Cb=8 Cr=7 Y0=f7 Y1=f8 Y2=f7 Y3=f8
Block (216,2): Cb=8 Cr=7 Y0=f9 Y1=f9 Y2=f9 Y3=f9
Block (218,2): Cb=8 Cr=7 Y0=f8 Y1=f8 Y2=f8 Y3=f8
Block (220,2): Cb=8 Cr=7 Y0=f8 Y1=f8 Y2=f8 Y3=f8
Block (222,2): Cb=8 Cr=7 Y0=f7 Y1=f7 Y2=f7 Y3=f7
Block (224,2): Cb=8 Cr=7 Y0=f5 Y1=f4 Y2=f5 Y3=f4
Block (226,2): Cb=8 Cr=7 Y0=f2 Y1=f2 Y2=f2 Y3=f1
Block (228,2): Cb=8 Cr=7 Y0=f1 Y1=f1 Y2=f0 Y3=f0
Block (230,2): Cb=8 Cr=7 Y0=f1 Y1=f0 Y2=f0 Y3=f0
Block (232,2): Cb=8 Cr=7 Y0=f1 Y1=f1 Y2=f1 Y3=f1
Block (234,2): Cb=8 Cr=7 Y0=f3 Y1=f5 Y2=f3 Y3=f5
Block (236,2): Cb=8 Cr=7 Y0=f6 Y1=f7 Y2=f6 Y3=f7
Block (238,2): Cb=8 Cr=7 Y0=f7 Y1=f8 Y2=f7 Y3=f8
Block (240,2): Cb=8 Cr=7 Y0=f9 Y1=f9 Y2=f8 Y3=f9
Block (242,2): Cb=8 Cr=7 Y0=f8 Y1=f9 Y2=f9 Y3=f9
Block (244,2): Cb=8 Cr=7 Y0=fa Y1=f9 Y2=fa Y3=f9
Block (246,2): Cb=8 Cr=7 Y0=f8 Y1=f6 Y2=f8 Y3=f6
Block (248,2): Cb=8 Cr=7 Y0=f5 Y1=f4 Y2=f5 Y3=f4
Block (250,2): Cb=8 Cr=7 Y0=f1 Y1=ee Y2=f2 Y3=f0
Block (252,2): Cb=8 Cr=7 Y0=ec Y1=eb Y2=ee Y3=ec
Block (254,2): Cb=8 Cr=7 Y0=ea Y1=e4 Y2=ec Y3=e8
Block (256,2): Cb=8 Cr=7 Y0=df Y1=de Y2=e4 Y3=e1
Block (258,2): Cb=8 Cr=7 Y0=db Y1=d6 Y2=de Y3=d8
Block (260,2): Cb=8 Cr=7 Y0=d0 Y1=c8 Y2=d2 Y3=ca
Block (262,2): Cb=8 Cr=6 Y0=c1 Y1=b8 Y2=c2 Y3=b8
Block (264,2): Cb=7 Cr=6 Y0=ad Y1=a0 Y2=ad Y3=a0
Block (266,2): Cb=6 Cr=7 Y0=88 Y1=74 Y2=88 Y3=74
Block (268,2): Cb=5 Cr=7 Y0=69 Y1=68 Y2=6b Y3=69
Block (270,2): Cb=5 Cr=7 Y0=67 Y1=67 Y2=67 Y3=67
Block (272,2): Cb=6 Cr=7 Y0=65 Y1=64 Y2=67 Y3=66
Block (274,2): Cb=6 Cr=7 Y0=63 Y1=62 Y2=65 Y3=65
Block (276,2): Cb=6 Cr=6 Y0=61 Y1=60 Y2=62 Y3=60
Block (278,2): Cb=6 Cr=6 Y0=5f Y1=5c Y2=5f Y3=5d
Block (280,2): Cb=6 Cr=6 Y0=5c Y1=5d Y2=5d Y3=5e
Block (282,2): Cb=7 Cr=6 Y0=5e Y1=5f Y2=5e Y3=5f
Block (284,2): Cb=7 Cr=6 Y0=5f Y1=60 Y2=5f Y3=60
Block (286,2): Cb=7 Cr=6 Y0=60 Y1=63 Y2=60 Y3=63
Block (288,2): Cb=7 Cr=6 Y0=63 Y1=63 Y2=63 Y3=63
Block (290,2): Cb=7 Cr=6 Y0=65 Y1=66 Y2=65 Y3=66
Block (292,2): Cb=7 Cr=6 Y0=68 Y1=6b Y2=66 Y3=69
Block (294,2): Cb=7 Cr=6 Y0=6c Y1=6e Y2=6b Y3=6d
Block (296,2): Cb=8 Cr=6 Y0=73 Y1=75 Y2=71 Y3=72
Block (298,2): Cb=8 Cr=6 Y0=7f Y1=8f Y2=78 Y3=84
Block (0,4): Cb=8 Cr=6 Y0=8c Y1=8a Y2=8e Y3=8a
Block (2,4): Cb=8 Cr=6 Y0=89 Y1=89 Y2=8a Y3=89
Block (4,4): Cb=8 Cr=6 Y0=87 Y1=86 Y2=87 Y3=86
Block (6,4): Cb=8 Cr=6 Y0=87 Y1=85 Y2=86 Y3=85
Block (8,4): Cb=8 Cr=6 Y0=85 Y1=86 Y2=84 Y3=86
Block (10,4): Cb=8 Cr=6 Y0=87 Y1=86 Y2=87 Y3=86
